rsmi,psmi,ea,dh
[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[O+:5]=[C-:4][N:6]([H:10])[H:11])([H:7])([H:8])[H:9],57.2757828502001,40.103726210193294
[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](=[C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:13])([H:10])[H:11],112.893704756694,18.7169682349459
[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7],[O:1]([C:2]1=[N:6][C:5]([H:9])([H:10])[N:4]=[C:3]1[H:8])[H:7],46.66627647969911,10.1101854399046
[O:1]([C@:2]1([H:8])[C@:3]2([H:9])[C:4]([H:10])([H:11])[C@@:5]1([H:12])[O:6]2)[H:7],[O:1](/[C:2](=[C:5](/[C:4]([C:3](=[O:6])[H:9])([H:10])[H:11])[H:12])[H:8])[H:7],49.2765329660536,-46.5232877912029
[O:1]=[C:2]([O:3][C:4]([C:5]#[C:6][H:10])([H:8])[H:9])[H:7],[O:1]([C:2](=[O+:3][C-:4]([C:5]#[C:6][H:10])[H:9])[H:7])[H:8],71.14803393239221,69.1401502498931
[C:1]([C@@:2]([C:3]([O:4][H:13])([H:11])[H:12])([C:5]#[N:6])[H:10])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:8])[C:2]([C:5]#[N:6])([H:10])[C:3]1([H:11])[H:12].[O:4]([H:9])[H:13],99.7045122551977,12.767156359693198
[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C+:3]=[C:5]=[N-:6])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([H:12])([H:13])([H:14])[H:15],91.0119326219277,86.0428998741061
[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3](/[C@:4]1([C:5]([H:12])([H:13])[H:14])[C:6]([H:15])=[N:7]1)[H:11])([H:8])([H:9])[H:10],91.0013475123052,46.1375498020688
[C:1](/[N:2]=[C:3](\[N:4]([H:11])[H:12])[C:5](=[O:6])[N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](=[N:2][C:3]([N+:4]([H:9])([H:11])[H:12])=[C:5]([O-:6])[N:7]([H:13])[H:14])([H:8])[H:10],59.5917754771284,44.63361595174021
[N:1](=[C:2]1\[O:3][C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])\[H:8],[N:1](=[C:2]1\[O:3][C:4]([H:9])([H:10])[C@:5]([C:6]([H:12])([H:13])[H:14])([H:11])[C:7]1)\[H:8],70.03809435341539,69.9123869408015
[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]=[N:5][H:11])[H:10])=[O:6])([H:7])([H:8])[H:9],56.42322085841229,-5.37421645883718
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]([C:3](=[N:4][H:10])[H:9])=[C:6]=[N:5][H:11])([H:7])[H:8],75.1640176467665,28.958480420660894
[C:1](#[C:2][c:3]1[c:4]([H:9])[n:5]([H:10])[n:6][c:7]1[H:11])[H:8],[C:1](=[C:2]=[C:3]=[C:4]([N:5]([N+:6]#[C-:7])[H:10])[H:9])([H:8])[H:11],97.7978190956839,65.9456922348766
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])=[N:6][C@@:7]12[H:14],[C:1]1([H:8])([H:9])[C:2][C:3]([H:11])([H:12])[O:4][C:5]([H:13])=[N:6][C:7]1([H:10])[H:14],67.7677909531473,65.4218691921087
[O:1]([C:2]([C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])[H:7],[C:3](=[C:4]1[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11].[H:7][H:12].[O:1]=[C:2]([H:8])[H:9],94.3621974793384,52.0537809339374
[N:1]([C@@:2]([C:3]#[C:4][H:10])([C:5]#[N:6])[H:9])([H:7])[H:8],[N:1]([C:2](=[C:3]=[C:4]([H:9])[H:10])[C:5]#[N:6])([H:7])[H:8],64.2021860735171,-10.5976366845599
[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:8].[C:3](=[N:4][H:14])([H:12])[H:13].[C:5](=[O:6])([H:9])[H:15],94.27949659419,63.0969652148811
[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N:7]1[H:15],[H:9][H:10].[O:1]=[C:2]1[N+:3]([H:8])=[C-:4][C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N:7]1[H:15],81.4556035237526,63.3938067970384
[O:1]([C:2]([C:3]#[N:4])([H:6])[H:7])[H:5],[O:1]([N:4]=[C:3]=[C:2]([H:6])[H:7])[H:5],104.627209341685,50.643436702696
[O:1]=[C:2]([C:3]#[C:4][C:5](=[O:6])[H:8])[H:7],[O:1]=[C:2]([C:4]1=[C:3]2[C@@:5]1([H:8])[O:6]2)[H:7],106.853451136944,54.7743402944577
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][c:7]1[H:12])([H:8])[H:9],[N:1]([C-:2]=[C:3]([N+:4]#[C:5][H:11])[H:10])([H:8])[H:9].[N:6]#[C:7][H:12],116.856772921606,102.546261092856
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13],[C:1]1([H:8])([H:9])[O+:2]=[C-:3][C@@:7]2([H:13])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12],49.3231087480715,19.5036060761299
[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:6]([H:18])[C:5]([H:15])([H:16])[C:4]([H:13])([H:14])[C:3]1([H:11])[H:12])([H:7])([H:8])[H:9].[H:10][H:17],121.341928129737,25.3046584609426
[C:1]([C@@:2]([O:3][H:11])([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:5](=[C:6]([H:11])[H:14])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],72.92056045276071,-12.656008947001
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[O:3][C:4]([H:10])=[N:5][C@@:6]12[H:11],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:11])[O:3][C:4]([H:10])=[N+:5]=[C-:6]1,65.41838630701899,46.7934644215426
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15],[O:1]=[C:2]1[C@:3]([C:4]([H:9])([H:10])[H:11])([H:8])[C@:7]1([C:6](=[C:5]([H:12])[H:13])[H:14])[H:15],105.394045830731,43.076866165818
[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C-:4]=[C:5]=[C+:6][H:12])[H:10])([H:7])([H:8])[H:9],66.3370613371182,47.5186289020812
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[C:6][H:8])[H:7],[O:1]1[C@@:2]2([H:7])[C:3](=[O:4])[C:5]2=[C:6]1[H:8],69.17755703511371,54.8721661362436
[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[N:3]([H:13])[C:4]([N-:5][H:14])=[C+:6][N:7]1[H:12])([H:8])([H:9])[H:10],88.23645742812559,29.518437883792892
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@@:5]2([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3][C:4]([C:5]1([H:16])[C:6]([H:17])([H:18])[C:7]1([H:13])[H:19])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],84.1668318544439,60.2232784733613
[C:1]([O:2][C:3]([C:4]([N:5]([C:6](=[O:7])[H:16])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:9])([H:10])[O:2][C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]([H:15])[C@:6]1([O:7][H:8])[H:16],87.4418473810347,19.187667623733105
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:4]([N:3]([C:2][H:11])[H:12])([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)[H:13])([H:8])([H:9])[H:10],99.1157359460136,27.9699438195376
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([H:13])([H:14])[H:15])[C:6]#[N:7])([H:8])([H:9])[H:10],[C:1]([C:4]([N:3]([C:2][H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]#[N:7])([H:8])([H:9])[H:10],111.092646581305,31.6982794447767
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],107.100516637807,31.8784199032666
[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C+:4]([N:6]([C-:5]([H:13])[H:14])[H:15])[H:12])[H:10])([H:7])([H:8])[H:9],53.5302038531124,26.9544382224828
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13],[C:1]([C:6]1=[C:7]([H:13])[C@:4]([C:3](=[O:2])[H:10])([H:11])[O:5]1)([H:8])([H:9])[H:12],81.07023955043809,-19.147692132996
[N:1](=[C:2](/[O:3][C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])\[H:7],[N:1](=[C:2]1/[O:3][C:4]([H:9])([H:10])[C-:5]=[N+:6]1[H:8])\[H:7],88.50389378606121,23.1699183002561
[N:1]#[C:2][C@@:3]1([H:8])[O:4][C@@:5]2([H:9])[C:6]([H:10])([H:11])[C@@:7]12[H:12],[N:1]1=[C-:2][C@@:3]2([H:8])[O+:4]=[C:5]([H:9])[C@@:7]2([H:12])[C:6]1([H:10])[H:11],89.264440990468,75.3968419176287
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])=[C:4]=[N:5][C:7]([H:13])([H:15])[N:6]1[H:14])([H:8])([H:9])[H:10],82.0057246241339,29.148573881618
[N:1]([c+:2]1[n-:3][c:4]([H:9])[n:5][o:6]1)([H:7])[H:8],[N:1]([C:2]([N:3]1[C:4]([H:9])=[N:5]1)=[O:6])([H:7])[H:8],64.65258149913429,36.5712582929856
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2][C:3]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9].[C:4]1([H:10])([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18],95.391205868732,87.8175110810503
[C:1]([C:2]#[C:3][C:4]#[N:5])([H:6])([H:7])[H:8],[C:1](=[C:2]=[C:3]=[C:4]=[N:5][H:7])([H:6])[H:8],90.3410193372241,29.2752288186517
[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1]([C+:2]([O:3][C:5](=[O:6])[H:10])[N-:4][H:9])([H:7])[H:8],43.7633913769183,22.693597462519
[O:1]([C:2]1([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])[H:8],[O:1]([C:2](=[C:6]([H:12])[H:13])[C:7]([O:5][C:4](=[C:3]([H:9])[H:10])[H:11])([H:14])[H:15])[H:8],84.5167150098045,12.199761702121402
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7],[O:1]1[C@@:2]2([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C@@:5]1([O:6][H:7])[H:12],53.455995956232606,18.8732794197654
[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:7]1/[C:3]([H:12])=[C:4]([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:11])([H:8])([H:9])[H:10].[H:13][H:19],124.901263467206,16.7055580832311
[C:1]([n:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[N:7]([H:14])[H:15])([H:8])([H:9])[H:10],[C-:1]([N+:2]1=[C:3]([H:11])[C:4]([H:10])([H:12])[C:5]([H:13])=[C:6]1[N:7]([H:14])[H:15])([H:8])[H:9],104.478104262996,52.129861562463205
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[N:6])[H:10])([H:8])[H:9])[H:7],[H:7][H:9].[O:1]=[C:2]([C@@:3]([O:4][H:11])([C:5]#[N:6])[H:10])[H:8],88.29178520492759,23.8796178580727
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]([C:6]([H:15])([H:16])[H:17])([H:14])[O:7]1)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O+:4]=[C-:5][O:7]1)([H:8])([H:9])[H:10].[C:6]([H:14])([H:15])([H:16])[H:17],81.5280322220478,32.8413664902501
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]([H:16])=[C:7]1[H:17])[H:8],[O:1]=[C:2]([C:3]([H:9])([H:10])[H:11])/[C:7](=[C:6](\[C:5]([C:4]([H:8])([H:12])[H:13])([H:14])[H:15])[H:16])[H:17],105.168655099582,-0.8057677793475271
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])[H:7],[O:1]([C:2]/[C:6](=[C:5](\[C:4]([C:3]([H:8])([H:9])[H:10])([H:11])[H:12])[H:13])[H:14])[H:7],77.6258913258158,60.4239955090068
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C@@:6]12[H:14],[C:1]([C@@:6]1([H:14])[C:2][C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]1[H:13])([H:7])([H:8])[H:9],67.3553490692972,59.249930357922295
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[C:4]([H:12])([H:13])[C@:5]([H:14])([C:6]3([H:15])[H:16])[N:7]12,[C:1]([C@@:2]1([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C@:6]2([H:16])[C:5]([H:14])=[N:7]1)([H:8])([H:9])[H:15],82.3988432551536,-35.5347069628454
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[N:6]([C:7]([H:13])([H:14])[H:15])[C:3]([H:12])=[C:4]=[N:5]1,89.6532690724041,38.9765685252042
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[C@:6]23[H:14],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([C:4]([H:11])([H:12])[H:13])([H:10])[C@@:6]2([H:14])[C:5]1,74.7203641983996,41.8805245463379
[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[C-:4]1=[O+:6][C:5]1([H:11])[H:12].[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[H:10],73.566970027001,62.5039753673588
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C:2]1=[C-:3][C@@:4]([N:5]([H:11])[H:12])([H:10])[C+:6]([H:13])[N:7]1[H:14])([H:8])[H:9],79.1005270519512,77.6216830548349
[C:1]([N:2]1[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[C:7]([H:14])([H:15])[H:16])[H:13])([H:8])([H:9])[H:10],[C:1]([N:2]1[C:3]([H:11])([H:12])[C@:4]1([C:7]([C:5](=[O:6])[H:15])([H:14])[H:16])[H:13])([H:8])([H:9])[H:10],96.81085407480528,8.56685811013496
[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[C:3](=[C:4]1[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9].[O:1]=[C:2]([H:7])[H:10],79.98436330735609,31.407341484290495
[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:7],[O:1](/[N:2]=[C:3](\[C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])[H:7],87.0905639700836,3.0821205006959502
[N:1]([C@@:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([C:6]#[N:7])[H:10])([H:8])[H:9],[H:9][H:12].[N:1](=[C:2](\[C@:3]([C:4]([O:5][H:15])([H:13])[H:14])([C:6]#[N:7])[H:11])[H:10])\[H:8],121.025652235856,27.3138908227699
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[O:4][C@:5]2([H:12])[C:6]1([H:13])[H:14],[C:1](=[C:6]([C@@:5]1([H:12])[C@:3]([C:2]([H:9])([H:10])[H:13])([H:11])[O:4]1)[H:14])([H:7])[H:8],110.888050827397,16.2918772567386
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2][C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([H:11])([H:12])[H:13],142.707037274837,77.4935757747468
[C:1]([C@@:2]12[C@@:3]3([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]([H:14])([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C@@:3]([C:7][H:16])([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]2([H:14])[H:15])([H:8])([H:9])[H:10],73.1985470532998,61.9323238009136
[N:1](=[C:2]1\[O:3][C@@:4]2([H:9])[C:5]([H:10])([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])\[H:8],[N:1](=[C:2]=[C:7]([C@@:4]1([H:9])[O:3][C:6]([H:12])([H:13])[C:5]1([H:10])[H:11])[H:14])[H:8],104.52341649063,18.7182256762065
[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[c:6]1[H:11])[H:7],[O:1]([C@@:2]12[C@@:3]3([H:8])[N:4]([H:9])[C@:5]1([H:10])[C@@:6]23[H:11])[H:7],131.01726975484698,90.490361913459
[O:1]=[C:2]([N:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])[H:7],[O:1]=[C:2]([N+:3]([C-:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7],92.0339756896895,85.7295189847161
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1)[H:8],[O+:1](=[C-:2][H:8])[C@@:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1,104.100599716395,64.4128463588506
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[C:5]([H:10])([H:11])[C@@:6]12[H:12],[O:1]=[C:2]([C:3]([C:4]1([H:9])[C:5]([H:10])=[C:6]1[H:12])([H:7])[H:8])[H:11],92.5834817869342,30.845054494429696
[C:1]([C:2]([C:3]([C:4]([C:5]([H:15])([H:16])[H:17])([C:6]([H:18])([H:19])[H:20])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:3]([C:4]([C:5]([H:15])([H:16])[H:17])([C:6]([H:18])([H:19])[H:20])[H:14])([H:12])[H:13])[H:11])([H:7])[H:9].[H:8][H:10],114.561128798316,31.3747691499044
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([O:2][C:5]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10].[C:3](=[C:4]([C:6]#[N:7])[H:13])([H:11])[H:12],96.21221882792707,22.1922929017725
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[C@:6]23[H:14],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([C:6][H:14])([H:10])[C:4]([H:11])([H:12])[C@@:5]12[H:13],88.9422188465797,68.4827384978141
[C:1]([C:2]([O:3][C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:2]([O+:3]=[C:4]([C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11].[C:1]([C:5]([H:13])([H:14])[H:15])([H:7])([H:8])[H:9],158.130190993078,75.0018837477671
[C:1]([C@@:2]([C:3]([O:4][H:13])([H:11])[H:12])([C:5]#[C:6][H:14])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([O:4][H:13])([H:11])[H:12])=[C:5]=[C:6]([H:10])[H:14])([H:7])([H:8])[H:9],78.7357918383163,-3.57862924571168
[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2](/[C:3](=[C:4](\[O:5][H:11])[H:13])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],71.6041338115308,11.2589463989641
[C:1]([C@@:2]12[C@@:3]3([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]([H:14])([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C@@:3]2([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]([H:14])([H:15])[C:7]2([H:9])[H:16])([H:8])[H:10],87.71402608711959,-15.8059092382341
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([H:7])[H:8].[O:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])[H:9],86.9828525012219,85.54760434443641
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([C:4]([H:13])([H:14])[H:15])([H:11])[H:12])([C:5][C:6]([H:16])([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],80.75419725555591,65.2126964088236
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]1([H:11])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],76.2850941552027,-7.458296249222769
[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[O:6]1,[O:1]1[C:2](=[N:3][H:7])[O:6][C:5]([H:10])([H:11])[C:4]1([H:8])[H:9],124.503097886333,22.6268361726933
[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:6]([H:18])=[C:7]1[H:19])([H:8])([H:9])[H:10],[C-:2]1=[C:7]([H:19])[C+:6]([H:18])[C@@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:3]1([H:12])[H:13].[C:1]([H:8])([H:9])([H:10])[H:11],87.67096669678259,74.0055546631999
[C:1]([C@@:2]([O:3][H:11])([C:4]([O:5][H:14])([H:12])[H:13])[C:6]#[C:7][H:15])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:11].[C:2](=[O:3])([C:4]([O:5][H:14])([H:12])[H:13])[C:6]#[C:7][H:15],90.200616985516,8.500675067408611
[C:1]([n:2]1[c:3]([H:10])[c:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([N:2]=[C:6]=[C:5]([H:12])[H:13])([H:7])([H:8])[H:9].[C:3](#[C:4][H:11])[H:10],142.341354969047,74.7971143084182
[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[n:5][n:6]1[H:11])([H:7])[H:8],[N:1]([C@@:2]1([H:11])[C:3]([H:9])=[C:4]([H:10])[N:5]=[N:6]1)([H:7])[H:8],53.08273020824161,35.4408646565554
[C:1]1([H:6])([H:7])[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15],[C:1](=[C:2]([H:8])[H:9])([C:5]([H:7])([H:14])[H:15])[H:6].[C:3](=[C:4]([H:12])[H:13])([H:10])[H:11],112.807032932192,36.249155379082296
[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]1([H:8])[C:2](=[O:3])[C@:6]1([O:7][C:4](=[O:5])[H:9])[H:10],42.6423502495918,19.6637298015224
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N+:1](=[C-:2][C:3]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:7])[H:8])=[C:5]([H:10])[H:11],92.4073171103633,46.8888784268042
